year,iso3c,mineral_rent
1995,MLI,0.403068227221707
1996,MLI,0.559092277115167
1997,MLI,1.32259632136496
1998,MLI,1.22630523337303
1999,MLI,0.857007658250554
2000,MLI,1.98597769271002
2001,MLI,2.46418442782873
2002,MLI,3.72155380955355
2003,MLI,1.27153977926327
2004,MLI,0.876718794578996
2005,MLI,0.0
2006,MLI,4.84997517094625
2007,MLI,4.75208548839515
2008,MLI,3.77819115865768
2009,MLI,5.56653503531067
2010,MLI,5.05956970490197
2011,MLI,6.39587096840698
2012,MLI,9.07448874069243
2013,MLI,5.44508230561883
2014,MLI,3.9307637045793
2015,MLI,3.6996322116691
2016,MLI,5.32271470621413
2017,MLI,4.39794476162732
2018,MLI,5.38053448505117
2019,MLI,5.69040949691231
2020,MLI,7.15745887818053
2021,MLI,16.1833154644134
1995,MLT,0.0
1996,MLT,0.0
1997,MLT,0.0
1998,MLT,0.0
1999,MLT,0.0
2000,MLT,0.0
2001,MLT,0.0
2002,MLT,0.0
2003,MLT,0.0
2004,MLT,0.0
2005,MLT,0.0
2006,MLT,0.0
2007,MLT,0.0
2008,MLT,0.0
2009,MLT,0.0
2010,MLT,0.0
2011,MLT,0.0
2012,MLT,0.0
2013,MLT,0.0
2014,MLT,0.0
2015,MLT,0.0
2016,MLT,0.0
2017,MLT,0.0
2018,MLT,0.0
2019,MLT,0.0
2020,MLT,0.0
2021,MLT,0.0
1995,MMR,0.182096421515765
1996,MMR,0.0748796567906364
1997,MMR,0.058469240751982
1998,MMR,0.0752857094148598
1999,MMR,0.193560297439585
2000,MMR,0.210015668247603
2001,MMR,0.15799686400237
2002,MMR,0.167467304935829
2003,MMR,0.171509030585781
2004,MMR,0.380102975010015
2005,MMR,0.547781794950616
2006,MMR,0.789794091849695
2007,MMR,0.558920259472605
2008,MMR,0.173728570313348
2009,MMR,0.0588315684326682
2010,MMR,0.258338989970332
2011,MMR,0.470504517699231
2012,MMR,0.231051010262153
2013,MMR,0.517429829412603
2014,MMR,0.798589733591853
2015,MMR,0.359737628124076
2016,MMR,0.652374910582734
2017,MMR,1.10184604979825
2018,MMR,1.21505683329675
2019,MMR,0.682240313219997
2020,MMR,0.513919541943762
2021,MMR,2.000484851698
1995,MNA,0.0913904641595676
1996,MNA,0.0481169519331016
1997,MNA,0.0481212478323859
1998,MNA,0.0487794017420917
1999,MNA,0.0360442436624221
2000,MNA,0.0319543940706149
2001,MNA,0.0245268967472539
2002,MNA,0.0252402204292353
2003,MNA,0.0230381749996484
2004,MNA,0.0930548796041857
2005,MNA,0.171845770644364
2006,MNA,0.310678830998809
2007,MNA,0.464326618053404
2008,MNA,1.05160262099965
2009,MNA,0.693102538969158
2010,MNA,0.722837509718443
2011,MNA,1.04178820702762
2012,MNA,0.775511389217919
2013,MNA,0.684849294373779
2014,MNA,0.507339377907511
2015,MNA,0.356881292696586
2016,MNA,0.39015565138651
2017,MNA,0.487200972398222
2018,MNA,0.432592192154164
2019,MNA,0.195997373257084
2020,MNA,0.291422952025553
2021,MNA,0.854691570032059
2000,MNE,0.0
2001,MNE,0.0
2002,MNE,0.0
2003,MNE,0.0744036174229074
2004,MNE,0.255159492728589
2005,MNE,0.345152197033432
2006,MNE,0.430058073745408
2007,MNE,0.395007296330282
2008,MNE,0.204894764683611
2009,MNE,0.015667008541764
2010,MNE,0.0394728384050534
2011,MNE,0.17224261977352
2012,MNE,0.153929237412336
2013,MNE,0.112537711550129
2014,MNE,0.237631897602672
2015,MNE,0.168260845077682
2016,MNE,0.355624135517638
2017,MNE,0.772976189304725
2018,MNE,0.198519968491461
2019,MNE,0.0479096404046219
2020,MNE,0.0145372657540534
2021,MNE,0.0135600897455756
1995,MNG,10.1730139346072
1996,MNG,4.45960546415221
1997,MNG,6.12310888507932
1998,MNG,1.57978542547366
1999,MNG,1.63660320087347
2000,MNG,3.03510381790946
2001,MNG,2.05198029970624
2002,MNG,2.19867574914092
2003,MNG,2.46912927322485
2004,MNG,9.39485279137489
2005,MNG,11.3598576109697
2006,MNG,23.1450183779807
2007,MNG,21.296321923898
2008,MNG,15.5331284367367
2009,MNG,10.8709337580517
2010,MNG,14.3767179735502
2011,MNG,14.0546863394044
2012,MNG,9.88964892039198
2013,MNG,9.84721759372725
2014,MNG,7.17526010772536
2015,MNG,5.55352988558207
2016,MNG,3.98730978039654
2017,MNG,7.27119890150608
2018,MNG,9.61105231259492
2019,MNG,6.587264700304
2020,MNG,8.25665752301558
2021,MNG,26.5731453966821
2002,MNP,0.0
2003,MNP,0.0
2004,MNP,0.0
2005,MNP,0.0
2006,MNP,0.0
2007,MNP,0.0
2008,MNP,0.0
2009,MNP,0.0
2010,MNP,0.0
2011,MNP,0.0
2012,MNP,0.0
2013,MNP,0.0
2014,MNP,0.0
2015,MNP,0.0
2016,MNP,0.0
2017,MNP,0.0
2018,MNP,0.0
2019,MNP,0.0
1995,MOZ,0.0150093270452554
1996,MOZ,0.00361152243565833
1997,MOZ,0.00196124137406258
1998,MOZ,0.00139472191356457
1999,MOZ,0.00115956774559239
2000,MOZ,0.0017922560594659
2001,MOZ,0.00179701439106853
2002,MOZ,0.00126032395522147
2003,MOZ,0.00176381438885474
2004,MOZ,0.0017211134496494
2005,MOZ,0.00272998243622806
2006,MOZ,0.00719191574624869
2007,MOZ,0.00757898843367378
2008,MOZ,0.0199685271023678
2009,MOZ,0.0416701961713075
2010,MOZ,0.0131069316895526
2011,MOZ,0.0172522745725617
2012,MOZ,0.0216963601172072
2013,MOZ,0.0156633915823614
2014,MOZ,0.0119843595535412
2015,MOZ,0.01247399317375
2016,MOZ,0.227730753504038
2017,MOZ,0.15108877208214
2018,MOZ,0.0308173507099442
2019,MOZ,0.0266967588970236
2020,MOZ,0.0422540328494302
2021,MOZ,0.140484013033913
1995,MRT,0.0799659762997387
1996,MRT,0.0318320461423634
1997,MRT,0.0
1998,MRT,1.44783119855521
1999,MRT,0.365416563421509
2000,MRT,0.0
2001,MRT,2.91713865493167
2002,MRT,3.41553456781853
2003,MRT,0.0
2004,MRT,4.58471568993541
2005,MRT,13.7221336248001
2006,MRT,9.43504416149917
2007,MRT,22.1956263712932
2008,MRT,24.8341508830955
2009,MRT,12.1291121702343
2010,MRT,24.8231169137448
2011,MRT,21.6240890250926
2012,MRT,15.0678055719528
2013,MRT,11.7555338282219
2014,MRT,8.172368029958
2015,MRT,2.30112030205658
2016,MRT,4.30137214819587
2017,MRT,5.09937446035893
2018,MRT,0.375158670165074
2019,MRT,0.604821746996996
2020,MRT,0.608689097089833
2021,MRT,9.58503577077492
1995,MUS,0.0
1996,MUS,0.0
1997,MUS,0.0
1998,MUS,0.0
1999,MUS,0.0
2000,MUS,0.0
2001,MUS,0.0
2002,MUS,0.0
2003,MUS,0.0
2004,MUS,0.0
2005,MUS,0.0
2006,MUS,0.0
2007,MUS,0.0
2008,MUS,0.0
2009,MUS,0.0
2010,MUS,0.0
2011,MUS,0.0
2012,MUS,0.0
2013,MUS,0.0
2014,MUS,0.0
2015,MUS,0.0
2016,MUS,0.0
2017,MUS,0.0
2018,MUS,0.0
2019,MUS,0.0
2020,MUS,0.0
2021,MUS,0.0
1995,MWI,0.0
1996,MWI,0.0
1997,MWI,0.0
1998,MWI,0.0
1999,MWI,0.0
2000,MWI,0.0
2001,MWI,0.0
2002,MWI,0.0
2003,MWI,0.0
2004,MWI,0.0
2005,MWI,0.0
2006,MWI,0.0
2007,MWI,0.0
2008,MWI,0.0
2009,MWI,0.0
2010,MWI,0.0
2011,MWI,0.0
2012,MWI,0.0302171189100718
2013,MWI,0.0184093644950517
2014,MWI,0.0119433124737108
2015,MWI,0.0132948439407637
2016,MWI,0.00470271466065946
2017,MWI,0.00647116186416923
2018,MWI,0.00107961049197648
2019,MWI,0.0017185595820268
2020,MWI,0.00301932289837063
2021,MWI,0.00564591527235387
1995,MYS,0.0470946119233417
1996,MYS,0.0261945976399869
1997,MYS,0.026991886629702
1998,MYS,0.0268687402204441
1999,MYS,0.0171029137689507
2000,MYS,0.0117604999428554
2001,MYS,0.012576695625576
2002,MYS,0.0146263688620715
2003,MYS,0.0177561407310377
2004,MYS,0.016595446281957
2005,MYS,0.0337390898800391
2006,MYS,0.0309132491087826
2007,MYS,0.052471286446926
2008,MYS,0.0618600114951588
2009,MYS,0.0464000773077083
2010,MYS,0.166394103186287
2011,MYS,0.334980850555972
2012,MYS,0.2962320308496
2013,MYS,0.301260578508611
2014,MYS,0.1475068791475
2015,MYS,0.152278270436555
2016,MYS,0.0265438964182799
2017,MYS,0.0616905603457848
2018,MYS,0.00601473752423654
2019,MYS,0.0
2020,MYS,0.0
2021,MYS,0.0
1995,NAC,0.084895502527999
1996,NAC,0.0609833480810566
1997,NAC,0.0481839968360195
1998,NAC,0.0302026841950715
1999,NAC,0.0275350924969023
2000,NAC,0.0247146085134102
2001,NAC,0.0152160031449641
2002,NAC,0.013823796493636
2003,NAC,0.0207463115177795
2004,NAC,0.0396890833890709
2005,NAC,0.0464858992507302
2006,NAC,0.110684764502144
2007,NAC,0.135855675372716
2008,NAC,0.148778298380455
2009,NAC,0.0850688463370809
2010,NAC,0.194291272823086
2011,NAC,0.271483734334497
2012,NAC,0.181021389447767
2013,NAC,0.136105679424594
2014,NAC,0.10335769624992
2015,NAC,0.0454881814238841
2016,NAC,0.0472478740990825
2017,NAC,0.0540110394731388
2018,NAC,0.0422095570300926
2019,NAC,0.0315614647846548
2020,NAC,0.0367492564150793
2021,NAC,0.186989447559447
1995,NAM,0.305952433522728
1996,NAM,0.117946144255394
1997,NAM,0.430603090433603
1998,NAM,0.225741969111947
1999,NAM,0.227847055170956
2000,NAM,0.235658118768329
2001,NAM,0.252359664754088
2002,NAM,0.117987408584723
2003,NAM,0.350172067770085
2004,NAM,0.321996874329369
2005,NAM,0.754895325174027
2006,NAM,2.29309202232327
2007,NAM,5.30737356642788
2008,NAM,1.52185080973327
2009,NAM,1.18237850227727
2010,NAM,1.90274394248915
2011,NAM,1.58560287259435
2012,NAM,1.17565876827297
2013,NAM,0.56432604132088
2014,NAM,0.94761204800766
2015,NAM,1.00339287496743
2016,NAM,1.63512832007077
2017,NAM,2.5751532371798
2018,NAM,0.772592097720402
2019,NAM,0.814900879106456
2020,NAM,1.03656406986947
2021,NAM,3.16791637362429
1995,NCL,12.6496102161782
1996,NCL,9.59610316257161
1997,NCL,9.81578588874165
1998,NCL,0.413552372064717
1999,NCL,1.85788236144822
2000,NCL,12.0832116134031
2001,NCL,3.74930527832309
2002,NCL,4.50420452051189
2003,NCL,8.19729522683555
2004,NCL,11.7024370084929
2005,NCL,8.13433257804138
2006,NCL,18.291379629475
2007,NCL,35.2518384192318
2008,NCL,2.59906867060087
2009,NCL,0.0
2010,NCL,5.28330292789847
2011,NCL,4.11949500769485
2012,NCL,0.0
2013,NCL,0.0
2014,NCL,0.0
2015,NCL,0.0
2016,NCL,0.0
2017,NCL,0.0
2018,NCL,0.957748358886719
2019,NCL,0.0
2020,NCL,0.0
2021,NCL,16.7795377181056
1995,NER,0.0060739783279962
1996,NER,0.0
1997,NER,0.0954041781636716
1998,NER,0.065884800357196
1999,NER,0.00103001039945991
2000,NER,0.0022839421705727
2001,NER,0.00247605641527164
2002,NER,0.00261251032273135
2003,NER,0.00116371374196527
2004,NER,0.0229428335169691
2005,NER,0.22084942348025
2006,NER,0.299794983757293
2007,NER,0.373375851231499
2008,NER,0.259876597923336
2009,NER,0.259600588912084
2010,NER,0.308153599011326
2011,NER,0.453708188345834
2012,NER,0.343742842769807
2013,NER,0.146524133755415
2014,NER,0.071946469299858
2015,NER,0.100901481382659
2016,NER,0.0989601085722921
2017,NER,0.0744665106290883
2018,NER,0.422039369560076
2019,NER,0.088770305876397
2020,NER,0.208663520694245
2021,NER,0.830100168425339
1995,NGA,1.58701558423718e-05
1996,NGA,4.21834965795118e-05
1997,NGA,2.40743300319256e-05
1998,NGA,3.18946066827945e-05
1999,NGA,8.38594144305736e-05
2000,NGA,0.000153345750217713
2001,NGA,0.000272515493931566
2002,NGA,0.000276343817950982
2003,NGA,6.285057730766e-05
2004,NGA,2.78717613600577e-05
2005,NGA,0.00128802535343671
2006,NGA,0.00145349219149965
2007,NGA,0.00617602236878342
2008,NGA,0.00317538491131283
2009,NGA,0.006732625722274
2010,NGA,0.0170111595024352
2011,NGA,0.0180944735184713
2012,NGA,0.0208000315602732
2013,NGA,0.0217510354394539
2014,NGA,0.00536547862466416
2015,NGA,0.00123316811272972
2016,NGA,0.00381603940176087
2017,NGA,0.0171043027719665
2018,NGA,0.0139798912407887
2019,NGA,0.00519322032694481
2020,NGA,0.00499659314905237
2021,NGA,0.00800831809870735
1995,NIC,0.00314750733552825
1996,NIC,0.035744749397064
1997,NIC,0.00241142315467086
1998,NIC,0.00322353465591207
1999,NIC,0.100222541714829
2000,NIC,0.137652458211628
2001,NIC,0.00116071955557833
2002,NIC,0.0542460000046331
2003,NIC,0.00161162442256623
2004,NIC,0.216976191670465
2005,NIC,0.136770969893077
2006,NIC,0.270117465049817
2007,NIC,0.302781528707398
2008,NIC,0.0831860228170077
2009,NIC,0.0914768307888851
2010,NIC,1.81988490265366
2011,NIC,3.29036422957445
2012,NIC,2.96560849044325
2013,NIC,2.85461443967664
2014,NIC,1.80386395737033
2015,NIC,0.40222751206695
2016,NIC,0.904944489294892
2017,NIC,0.872480147766622
2018,NIC,0.70147840677944
2019,NIC,0.0453935747655657
2020,NIC,0.0498653154241797
2021,NIC,2.68031775817092
1995,NLD,0.0
1996,NLD,0.0
1997,NLD,0.0
1998,NLD,0.0
1999,NLD,0.0
2000,NLD,0.0
2001,NLD,0.0
2002,NLD,0.0
2003,NLD,0.0
2004,NLD,0.0
2005,NLD,0.0
2006,NLD,0.0
2007,NLD,0.0
2008,NLD,0.0
2009,NLD,0.0
2010,NLD,0.0
2011,NLD,0.0
2012,NLD,0.0
2013,NLD,0.0
2014,NLD,0.0
2015,NLD,0.0
2016,NLD,0.0
2017,NLD,0.0
2018,NLD,0.0
2019,NLD,0.0
2020,NLD,0.0
2021,NLD,0.0
1995,NOR,0.0142712549265346
1996,NOR,0.00770084706685421
1997,NOR,0.00577114536508863
1998,NOR,0.0046951143023739
1999,NOR,0.00290661834668261
2000,NOR,0.00274125387903448
2001,NOR,0.00151314311376712
2002,NOR,0.00116998018036622
2003,NOR,0.000502605020011032
2004,NOR,0.000790857019610643
2005,NOR,0.00435660449259831
2006,NOR,0.00489831654787615
2007,NOR,0.0107115059495646
2008,NOR,0.0297516339788198
2009,NOR,0.00956700095103686
2010,NOR,0.0656535464581076
2011,NOR,0.0657948693048983
2012,NOR,0.0394759187988791
2013,NOR,0.0405949418403509
2014,NOR,0.0259559152201897
2015,NOR,0.0114655593130633
2016,NOR,0.0
2017,NOR,0.0
2018,NOR,0.0
2019,NOR,0.0
2020,NOR,0.0
2021,NOR,0.0
1995,NPL,0.0
1996,NPL,0.0
1997,NPL,0.0
1998,NPL,0.0
1999,NPL,0.0
2000,NPL,0.0
2001,NPL,0.0
2002,NPL,0.0
2003,NPL,0.0
2004,NPL,0.0
2005,NPL,0.0
2006,NPL,0.0
2007,NPL,0.0
2008,NPL,0.0
2009,NPL,0.0
2010,NPL,0.0
2011,NPL,0.0
2012,NPL,0.0
2013,NPL,0.0
2014,NPL,0.0
2015,NPL,0.0
2016,NPL,0.000142211930544087
2017,NPL,0.0
2018,NPL,0.0
2019,NPL,0.0
2020,NPL,0.0
2021,NPL,0.0
2010,NRU,0.0
2011,NRU,0.0
2012,NRU,0.0
2013,NRU,0.0
2014,NRU,0.0
2015,NRU,0.0
2016,NRU,0.0
2017,NRU,0.0
2018,NRU,0.0
2019,NRU,0.0
2020,NRU,0.0
2021,NRU,0.0
1995,NZL,0.0637595425779242
1996,NZL,0.0436152646810228
1997,NZL,0.034645022170516
1998,NZL,0.0900485145776954
1999,NZL,0.0789403130054474
2000,NZL,0.0783679904071662
2001,NZL,0.0663380015243075
2002,NZL,0.063023344444634
2003,NZL,0.0513125981054872
2004,NZL,0.0552680731263105
2005,NZL,0.0945297824682151
2006,NZL,0.148426348338586
2007,NZL,0.0988847521186223
2008,NZL,0.216284800968863
2009,NZL,0.175545636406621
2010,NZL,0.409243996619399
2011,NZL,0.377749138694933
2012,NZL,0.18817372232206
2013,NZL,0.255720128150806
2014,NZL,0.185891578764959
2015,NZL,0.131431139520895
2016,NZL,0.0974352775345248
2017,NZL,0.114124951593038
2018,NZL,0.0709182603437035
2019,NZL,0.0426316268310563
2020,NZL,0.038956105818985
2021,NZL,0.0961811421229474
1995,OED,0.0652110798907512
1996,OED,0.0527250242160524
1997,OED,0.0510228861039982
1998,OED,0.0382404086005064
1999,OED,0.036261959756927
2000,OED,0.0419841803678778
2001,OED,0.034138277798573
2002,OED,0.0301944104251534
2003,OED,0.034050103145392
2004,OED,0.0650312857172394
2005,OED,0.0967547123527814
2006,OED,0.189237150107605
2007,OED,0.233215143624112
2008,OED,0.22338374274897
2009,OED,0.132908060802084
2010,OED,0.330120294563843
2011,OED,0.412241440077786
2012,OED,0.290340593456528
2013,OED,0.273485431375407
2014,OED,0.215075018776542
2015,OED,0.114208060155615
2016,OED,0.136345621734861
2017,OED,0.186158130629384
2018,OED,0.170928302902949
2019,OED,0.133732903878078
2020,OED,0.171791956415609
2021,OED,0.513681872106796
1995,OMN,0.0
1996,OMN,0.0
1997,OMN,0.0101270310908838
1998,OMN,0.00411714760974645
1999,OMN,0.000365958087915039
2000,OMN,0.000155385864358047
2001,OMN,1.84908058298389e-05
2002,OMN,0.000402913419828814
2003,OMN,0.0
2004,OMN,0.00569190346485592
2005,OMN,0.00934013672483785
2006,OMN,0.00655077362796562
2007,OMN,0.0046080136430455
2008,OMN,0.00137641545022014
2009,OMN,0.00090316754360988
2010,OMN,0.0150457304494815
2011,OMN,0.15840492752114
2012,OMN,0.105281449933667
2013,OMN,0.0490024463064276
2014,OMN,0.0518559807676152
2015,OMN,0.0207625564399785
2016,OMN,0.00121057598710312
2017,OMN,6.04777123539979e-05
2018,OMN,0.0
2019,OMN,0.0
2020,OMN,0.0
2021,OMN,0.0
1995,OSS,0.118961023456412
1996,OSS,0.0410781065168823
1997,OSS,0.0756179683784696
1998,OSS,0.0261861921204195
1999,OSS,0.0775891103407191
2000,OSS,0.135441587283924
2001,OSS,0.0482586817030009
2002,OSS,0.0271022132087943
2003,OSS,0.103484591497907
2004,OSS,0.172618365678827
2005,OSS,0.132180677050099
2006,OSS,0.362101418579948
2007,OSS,0.45446377038997
2008,OSS,0.136265725971652
2009,OSS,0.0989351632013769
2010,OSS,0.124198057265757
2011,OSS,0.10319506924
2012,OSS,0.108642519347833
2013,OSS,0.0616607824027284
2014,OSS,0.0458894988097512
2015,OSS,0.0384031927917724
2016,OSS,0.0576766029358076
2017,OSS,0.0978786217966404
2018,OSS,0.0295268238511771
2019,OSS,0.0272681006477701
2020,OSS,0.0330228037179783
2021,OSS,0.0980603758767319
1995,PAK,0.00902476026414409
1996,PAK,0.00325582755942701
1997,PAK,0.000236151434024263
1998,PAK,0.000280855238502762
1999,PAK,0.00112558947147746
2000,PAK,0.000907732162106178
2001,PAK,0.000617451896277169
2002,PAK,0.000203992600147412
2003,PAK,0.00284708985048098
2004,PAK,0.0187787573912728
2005,PAK,0.0269832032199071
2006,PAK,0.0637061164604447
2007,PAK,0.0685445687144515
2008,PAK,0.0601804216143809
2009,PAK,0.0394664036032011
2010,PAK,0.0838048487510589
2011,PAK,0.084628082913077
2012,PAK,0.0586323578985086
2013,PAK,0.0350322922447897
2014,PAK,0.0236449142756698
2015,PAK,0.0146417314923489
2016,PAK,0.0161595876848166
2017,PAK,0.031041164460673
2018,PAK,0.0354325651886498
2019,PAK,0.0399158843301769
2020,PAK,0.0339876609046548
2021,PAK,0.0687357166320551
1995,PAN,0.0
1996,PAN,0.000437662941625484
1997,PAN,0.000660970998005587
1998,PAN,0.0135670379143444
1999,PAN,0.0187911013694576
2000,PAN,0.0236592233139777
2001,PAN,0.00954127696557157
2002,PAN,0.0182154367906796
2003,PAN,0.0357194563606147
2004,PAN,0.0620949478753675
2005,PAN,0.0
2006,PAN,0.0
2007,PAN,0.0
2008,PAN,0.0
2009,PAN,0.0480656681741952
2010,PAN,0.0653843256716674
2011,PAN,0.140996354046386
2012,PAN,0.152385822639332
2013,PAN,0.0832767345132817
2014,PAN,0.0714201888989479
2015,PAN,0.0300245179063201
2016,PAN,0.00926058332457286
2017,PAN,0.0077840509805903
2018,PAN,0.0
2019,PAN,0.233373966853015
2020,PAN,0.414631791548971
2021,PAN,3.57863766648832
1995,PER,1.97514179250267
1996,PER,1.44864014144907
1997,PER,1.44484838761415
1998,PER,0.573187967385019
1999,PER,0.929461603972893
2000,PER,1.31664311353393
2001,PER,0.610589038496482
2002,PER,0.785423835993764
2003,PER,1.74229444008445
2004,PER,4.98151080514995
2005,PER,6.27793331682556
2006,PER,11.7308572426194
2007,PER,12.6076283382483
2008,PER,10.1907591712367
2009,PER,7.93313937963605
2010,PER,10.0296551530023
2011,PER,11.0671310820787
2012,PER,8.51955189006804
2013,PER,6.26699281690755
2014,PER,4.26013490615039
2015,PER,3.23811085118362
2016,PER,3.9330093820778
2017,PER,5.39664382886919
2018,PER,5.21656664025148
2019,PER,1.79031604115199
2020,PER,3.56025191286865
2021,PER,12.0963602788012
1995,PHL,0.240408563701015
1996,PHL,0.0762164333204843
1997,PHL,0.217802377015108
1998,PHL,0.0971685888359667
1999,PHL,0.0854548767009833
2000,PHL,0.179542055129519
2001,PHL,0.0232209891886189
2002,PHL,0.0450919244076249
2003,PHL,0.0535752382514208
2004,PHL,0.146691413304411
2005,PHL,0.13660780288644
2006,PHL,0.793818324821909
2007,PHL,2.18636744030673
2008,PHL,0.552207672190515
2009,PHL,0.39337885443272
2010,PHL,1.32760197579069
2011,PHL,1.94230442251442
2012,PHL,0.889194032734756
2013,PHL,0.631186326114884
2014,PHL,0.854640449541731
2015,PHL,0.30730053305969
2016,PHL,0.224446464168332
2017,PHL,0.457178741840246
2018,PHL,0.452207033546381
2019,PHL,0.374179664439701
2020,PHL,0.400797063250695
2021,PHL,1.52347720385639
2000,PLW,0.0
2001,PLW,0.0
2002,PLW,0.0
2003,PLW,0.0
2004,PLW,0.0
2005,PLW,0.0
2006,PLW,0.0
2007,PLW,0.0
2008,PLW,0.0
2009,PLW,0.0
2010,PLW,0.0
2011,PLW,0.0
2012,PLW,0.0
2013,PLW,0.0
2014,PLW,0.0
2015,PLW,0.0
2016,PLW,0.0
2017,PLW,0.0
2018,PLW,0.0
2019,PLW,0.0
2020,PLW,0.0
2021,PLW,0.0
1995,PNG,11.9915313110296
1996,PNG,4.98144246019828
1997,PNG,1.25610938457896
1998,PNG,4.06500351855718
1999,PNG,3.4217966175825
2000,PNG,6.70115973815214
2001,PNG,3.20688773881322
2002,PNG,6.34162533640631
2003,PNG,7.28731873407792
2004,PNG,14.2698811850806
2005,PNG,13.8116048148126
2006,PNG,14.9933922556165
2007,PNG,12.4080412371666
2008,PNG,12.7571740548352
2009,PNG,11.3523437597216
2010,PNG,19.3279074981138
2011,PNG,18.184302498514
2012,PNG,9.76136635013989
2013,PNG,5.67537595324957
2014,PNG,3.67301579213499
2015,PNG,1.80609932090663
2016,PNG,4.79215114126778
2017,PNG,5.73959585076772
2018,PNG,6.05432021367323
2019,PNG,3.10580299721339
2020,PNG,3.03260612895855
2021,PNG,14.4143020233093
1995,POL,0.297396941441831
1996,POL,0.146520674852662
1997,POL,0.200037827929009
1998,POL,0.0354032293703151
1999,POL,0.0476393920733559
2000,POL,0.0999517476893002
2001,POL,0.0267289078157238
2002,POL,0.0398429496451669
2003,POL,0.068706713816381
2004,POL,0.252318994724823
2005,POL,0.247813318777778
2006,POL,0.669973554959384
2007,POL,0.526459344144956
2008,POL,0.219832483954782
2009,POL,0.271224676622494
2010,POL,3.17198497662298
2011,POL,4.37124896430969
2012,POL,2.89873329769576
2013,POL,2.70431361734348
2014,POL,2.62502368445316
2015,POL,0.81007907162443
2016,POL,1.54343025569143
2017,POL,2.47757599523073
2018,POL,2.13240117252765
2019,POL,0.20798158904431
2020,POL,0.162961120137964
2021,POL,0.478472019710133
1995,PRE,0.137953448378298
1996,PRE,0.148304584027926
1997,PRE,0.135124017973512
1998,PRE,0.122258374476071
1999,PRE,0.0944754649612861
2000,PRE,0.110578617656234
2001,PRE,0.14999517138062
2002,PRE,0.160419748934377
2003,PRE,0.121628669403837
2004,PRE,0.198933297331351
2005,PRE,0.31334857459941
2006,PRE,0.625725902977592
2007,PRE,0.622428301332923
2008,PRE,0.543426179021117
2009,PRE,0.535535286510744
2010,PRE,0.788919813992294
2011,PRE,1.01715233769777
2012,PRE,0.840498980106848
2013,PRE,0.688670406615387
2014,PRE,0.518440800539959
2015,PRE,0.371459162019824
2016,PRE,0.516914877311591
2017,PRE,0.711665691373672
2018,PRE,0.697455446559982
2019,PRE,0.448713725151218
2020,PRE,0.700316348198391
2021,PRE,2.65555439062966
1995,PRI,0.0
1996,PRI,0.0
1997,PRI,0.0
1998,PRI,0.0
1999,PRI,0.0
2000,PRI,0.0
2001,PRI,0.0
2002,PRI,0.0
2003,PRI,0.0
2004,PRI,0.0
2005,PRI,0.0
2006,PRI,0.0
2007,PRI,0.0
2008,PRI,0.0
2009,PRI,0.0
2010,PRI,0.0
2011,PRI,0.0
2012,PRI,0.0
2013,PRI,0.0
2014,PRI,0.0
2015,PRI,0.0
2016,PRI,0.0
2017,PRI,0.0
2018,PRI,0.0
2019,PRI,0.0
2020,PRI,0.0
2021,PRI,0.0
1995,PRT,0.137154225905906
1996,PRT,0.0337399478647583
1997,PRT,0.0325356913836486
1998,PRT,0.0021525853458033
1999,PRT,0.000113860293360124
2000,PRT,9.29800904584882e-05
2001,PRT,6.2778316128355e-05
2002,PRT,0.00305921910596489
2003,PRT,0.00189530067732062
2004,PRT,0.0631841049909197
2005,PRT,0.0783796817233359
2006,PRT,0.173939269920172
2007,PRT,0.152062903042972
2008,PRT,0.0995334743836983
2009,PRT,0.00013389911983629
2010,PRT,0.0831733856715242
2011,PRT,0.05476206902385
2012,PRT,0.0711150488978263
2013,PRT,0.0190720361169187
2014,PRT,0.00832930018983712
2015,PRT,0.000847835964320181
2016,PRT,2.168013492456e-05
2017,PRT,0.0366736287171655
2018,PRT,0.0647975359912921
2019,PRT,0.0788030936562003
2020,PRT,0.0808489875825121
2021,PRT,0.148671649451181
1995,PRY,0.0
1996,PRY,0.0
1997,PRY,0.0
1998,PRY,0.0
1999,PRY,0.0
2000,PRY,0.0
2001,PRY,0.0
2002,PRY,0.0
2003,PRY,0.0
2004,PRY,0.0
2005,PRY,0.0
2006,PRY,0.0
2007,PRY,0.0
2008,PRY,0.0
2009,PRY,0.0
2010,PRY,0.0
2011,PRY,0.0
2012,PRY,0.0
2013,PRY,0.0
2014,PRY,0.0
2015,PRY,0.0
2016,PRY,0.0
2017,PRY,0.0
2018,PRY,0.0
2019,PRY,0.0
2020,PRY,0.0
2021,PRY,0.0
1995,PSE,0.0
1996,PSE,0.0
1997,PSE,0.0
1998,PSE,0.0
1999,PSE,0.0
2000,PSE,0.0
2001,PSE,0.0
2002,PSE,0.0
2003,PSE,0.0
2004,PSE,0.0
2005,PSE,0.0
2006,PSE,0.0
2007,PSE,0.0
2008,PSE,0.0
2009,PSE,0.0
2010,PSE,0.0
2011,PSE,0.0
2012,PSE,0.0
2013,PSE,0.0
2014,PSE,0.0
2015,PSE,0.0
2016,PSE,0.0
2017,PSE,0.0
2018,PSE,0.0
2019,PSE,0.0
2020,PSE,0.0
2021,PSE,0.0
1995,PSS,0.328796831794535
1996,PSS,0.297155331509172
1997,PSS,0.241536991709416
1998,PSS,0.306989220676652
